OID_,MTFCC,Lat_End,Long_End,Lat_Start,Long_Start,Start_ID,End_ID
449,,37.293047,-121.937861,37.295052,-121.938872,400100,400298
450,,37.266561,-121.948692,37.293047,-121.937861,400298,400278
451,,37.2563,-121.955559,37.266561,-121.948692,400278,400073
452,,37.259412,-121.966974,37.266561,-121.948692,400278,400688
453,,37.253303,-121.94544,37.266561,-121.948692,400278,400017
454,,37.254601,-121.956775,37.2563,-121.955559,400073,400832
455,,37.251741,-121.958118,37.254601,-121.956775,400832,400649
456,,37.256205,-121.955355,37.251741,-121.958118,400649,400715
457,,37.258184,-121.953853,37.256205,-121.955355,400715,400240
458,,37.270267,-121.947353,37.258184,-121.953853,400240,403329
459,,37.2563,-121.955559,37.258184,-121.953853,400240,400073
460,,37.259412,-121.966974,37.258184,-121.953853,400240,400688
461,,37.253303,-121.94544,37.258184,-121.953853,400240,400017
462,,37.271687,-121.947037,37.270267,-121.947353,403329,400436
463,,37.293614,-121.937899,37.271687,-121.947037,400436,400221
464,,37.293047,-121.937861,37.271687,-121.947037,400436,400298
465,,37.296028,-121.939132,37.293614,-121.937899,400221,404370
466,,37.321822,-121.940425,37.296028,-121.939132,404370,408907
467,,37.316756,-121.923186,37.296028,-121.939132,404370,401163
468,,37.316841,-121.952427,37.296028,-121.939132,404370,401400
469,,37.295052,-121.938872,37.296028,-121.939132,404370,400100
470,,37.325151,-121.940679,37.321822,-121.940425,408907,400951
471,,37.335022,-121.935522,37.325151,-121.940679,400951,400057
472,,37.334602,-121.936288,37.325151,-121.940679,400951,400514
473,,37.34221,-121.926305,37.335022,-121.935522,400057,400147
474,,37.341275,-121.927699,37.335022,-121.935522,400057,400709
475,,37.348907,-121.917833,37.34221,-121.926305,400147,400343
476,,37.342957,-121.925721,37.348907,-121.917833,400343,400253
477,,37.357526,-121.907884,37.348907,-121.917833,400343,401560
478,,37.363402,-121.902233,37.357526,-121.907884,401560,400045
479,,37.362706,-121.889426,37.357526,-121.907884,401560,400109
480,,37.365167,-121.901551,37.357526,-121.907884,401560,404759
481,,37.36614,-121.901132,37.363402,-121.902233,400045,400122
482,,37.364689,-121.902989,37.363402,-121.902233,400045,404753
483,,37.362439,-121.903211,37.363402,-121.902233,400045,400479
484,,37.370203,-121.901514,37.36614,-121.901132,400122,401541
485,,37.365167,-121.901551,37.36614,-121.901132,400122,404759
486,,37.364085,-121.901149,37.36614,-121.901132,400122,400001
487,,37.3588,-121.872094,37.36614,-121.901132,400122,402363
488,,37.38449,-121.904845,37.370203,-121.901514,401541,402281
489,,37.368669,-121.901336,37.370203,-121.901514,401541,400971
490,,37.372674,-121.922087,37.370203,-121.901514,401541,400911
491,,37.367859,-121.907971,37.370203,-121.901514,401541,402365
492,,37.391595,-121.906506,37.38449,-121.904845,402281,402283
493,,37.398698,-121.908172,37.391595,-121.906506,402283,402285
494,,37.420741,-121.882093,37.391595,-121.906506,402283,407151
495,,37.407919,-121.878542,37.391595,-121.906506,402283,407191
496,,37.391557,-121.90671,37.391595,-121.906506,402283,402284
497,,37.405824,-121.909842,37.398698,-121.908172,402285,402286
498,,37.414988,-121.912685,37.405824,-121.909842,402286,400088
499,,37.405777,-121.910072,37.405824,-121.909842,402286,402287
500,,37.419153,-121.914103,37.414988,-121.912685,400088,402288
501,,37.421232,-121.914808,37.419153,-121.914103,402288,413026
502,,37.424833,-121.916049,37.421232,-121.914808,413026,401464
503,,37.413256,-121.912324,37.421232,-121.914808,413026,400238
504,,37.422887,-121.925747,37.421232,-121.914808,413026,413845
505,,37.421182,-121.915036,37.424833,-121.916049,401464,402119
506,,37.422887,-121.925747,37.424833,-121.916049,401464,413845
507,,37.421182,-121.915036,37.427486,-121.916962,401489,402119
508,,37.337137,-121.897741,37.344302,-121.902123,402117,402058
509,,37.344411,-121.902181,37.344302,-121.902123,402117,402118
510,,37.336401,-121.897563,37.337137,-121.897741,402058,402057
511,,37.337479,-121.897848,37.336401,-121.897563,402057,402059
512,,37.303458,-121.878143,37.303359,-121.878066,400837,400664
513,,37.294949,-121.873109,37.297486,-121.874117,400654,400040
514,,37.279628,-121.864838,37.279515,-121.864784,401457,401567
515,,37.272658,-121.862556,37.276763,-121.863661,400457,404462
516,,37.270209,-121.860998,37.270311,-121.861079,401957,401958
517,,37.261849,-121.859205,37.266658,-121.85921,401154,400842
518,,37.255791,-121.875479,37.261849,-121.859205,400842,400052
519,,37.255651,-121.858078,37.261849,-121.859205,400842,400268
520,,37.262704,-121.858533,37.261849,-121.859205,400842,405613
521,,37.26198,-121.858479,37.255594,-121.87471,400085,400280
522,,37.262704,-121.858533,37.26198,-121.858479,400280,405613
523,,37.270311,-121.861079,37.270209,-121.860998,401958,401957
524,,37.27263,-121.862544,37.270311,-121.861079,401957,404451
525,,37.325651,-121.883953,37.313462,-121.886197,400258,401811
526,,37.315051,-121.913497,37.313462,-121.886197,400258,414694
527,,37.348448,-121.907247,37.344411,-121.902181,402118,409524
528,,37.362467,-121.917418,37.348448,-121.907247,409524,409528
529,,37.376685,-121.94075,37.371274,-121.926917,401817,400964
530,,37.414988,-121.912685,37.371274,-121.926917,401817,400088
531,,37.391557,-121.90671,37.371274,-121.926917,401817,402284
532,,37.411999,-122.078452,37.4118,-122.077964,400149,401926
533,,37.4118,-122.077964,37.412677,-122.079539,401507,400149
534,,37.362467,-121.917418,37.366662,-121.921519,409529,409528
535,,37.344302,-121.902123,37.362467,-121.917418,409528,402117
536,,37.321613,-121.899642,37.336401,-121.897563,402057,413877
537,,37.325651,-121.883953,37.336401,-121.897563,402057,401811
538,,37.325009,-121.892984,37.336401,-121.897563,402057,400236
539,,37.328954,-121.895643,37.325124,-121.893062,400563,402056
540,,37.337479,-121.897848,37.328954,-121.895643,402056,402059
541,,37.320292,-121.890281,37.325009,-121.892984,400236,400065
542,,37.313375,-121.886106,37.320292,-121.890281,400065,400995
543,,37.309012,-121.882518,37.313375,-121.886106,400995,404461
544,,37.303359,-121.878066,37.309012,-121.882518,404461,400837
545,,37.294949,-121.873109,37.303359,-121.878066,400837,400040
546,,37.291715,-121.871799,37.294949,-121.873109,400040,400257
547,,37.287298,-121.869548,37.291715,-121.871799,400257,401606
548,,37.284665,-121.867631,37.287298,-121.869548,401606,405619
549,,37.279515,-121.864784,37.284665,-121.867631,405619,401457
550,,37.276763,-121.863661,37.279515,-121.864784,401457,400457
551,,37.270209,-121.860998,37.272658,-121.862556,404462,401958
552,,37.266658,-121.85921,37.270209,-121.860998,401958,401154
553,,37.266722,-121.859225,37.262704,-121.858533,405613,401129
554,,37.270311,-121.861079,37.266722,-121.859225,401129,401957
555,,37.276874,-121.863698,37.27263,-121.862544,404451,400178
556,,37.279628,-121.864838,37.276874,-121.863698,400178,401567
557,,37.284773,-121.867709,37.279628,-121.864838,401567,404452
558,,37.2874,-121.869623,37.284773,-121.867709,404452,401597
559,,37.291828,-121.871836,37.2874,-121.869623,401597,400418
560,,37.297486,-121.874117,37.291828,-121.871836,400418,400654
561,,37.303458,-121.878143,37.297486,-121.874117,400654,400664
562,,37.309111,-121.882596,37.303458,-121.878143,400664,404453
563,,37.313462,-121.886197,37.309111,-121.882596,404453,400258
564,,37.320404,-121.89031,37.313462,-121.886197,400258,400916
565,,37.325124,-121.893062,37.320404,-121.89031,400916,400563
566,,37.344411,-121.902181,37.337479,-121.897848,402059,402118
567,,37.362566,-121.917493,37.348448,-121.907247,409524,409525
568,,37.366737,-121.921627,37.362566,-121.917493,409525,409526
569,,37.371274,-121.926917,37.366737,-121.921627,409526,401817
570,,37.37116,-121.926885,37.383125,-121.967496,400353,401816
571,,37.37116,-121.926885,37.376264,-121.939712,400172,401816
572,,37.366662,-121.921519,37.37116,-121.926885,401816,409529
